'Elapsed time','ECG I','ECG I filtered'
'0:03.358',-1.155,-0.030
'0:03.360',-1.065,-0.020
'0:03.362',-0.945,-0.015
'0:03.364',-0.980,-0.010
'0:03.366',-1.000,-0.005
'0:03.368',-0.990,0.000
'0:03.370',-1.060,0.000
'0:03.372',-1.120,-0.005
'0:03.374',-1.110,-0.005
'0:03.376',-1.110,-0.010
'0:03.378',-1.100,-0.015
'0:03.380',-1.060,-0.020
'0:03.382',-1.020,-0.025
'0:03.384',-0.990,-0.025
'0:03.386',-0.940,-0.030
'0:03.388',-1.040,-0.030
'0:03.390',-1.045,-0.030
'0:03.392',-1.130,-0.030
'0:03.394',-1.165,-0.030
'0:03.396',-1.090,-0.030
'0:03.398',-1.055,-0.030
'0:03.400',-1.085,-0.030
'0:03.402',-1.010,-0.030
'0:03.404',-1.000,-0.035
'0:03.406',-1.050,-0.040
'0:03.408',-1.020,-0.045
'0:03.410',-1.105,-0.045
'0:03.412',-1.110,-0.050
'0:03.414',-1.120,-0.045
'0:03.416',-1.140,-0.045
'0:03.418',-1.075,-0.040
'0:03.420',-1.080,-0.035
'0:03.422',-1.010,-0.030
'0:03.424',-1.005,-0.025
'0:03.426',-0.985,-0.025
'0:03.428',-0.960,-0.025
'0:03.430',-1.040,-0.025
'0:03.432',-1.155,-0.025
'0:03.434',-1.140,-0.025
'0:03.436',-1.090,-0.025
'0:03.438',-1.075,-0.020
'0:03.440',-1.070,-0.020
'0:03.442',-0.955,-0.015
'0:03.444',-0.965,-0.015
'0:03.446',-1.015,-0.015
'0:03.448',-1.010,-0.020
'0:03.450',-1.090,-0.025
'0:03.452',-1.115,-0.030
'0:03.454',-1.120,-0.035
'0:03.456',-1.090,-0.040
'0:03.458',-1.045,-0.045
'0:03.460',-1.060,-0.045
'0:03.462',-1.005,-0.045
'0:03.464',-0.950,-0.040
'0:03.466',-0.950,-0.040
'0:03.468',-1.075,-0.040
'0:03.470',-1.120,-0.045
'0:03.472',-1.105,-0.045
'0:03.474',-1.195,-0.045
'0:03.476',-1.030,-0.045
'0:03.478',-1.090,-0.045
'0:03.480',-1.045,-0.040
'0:03.482',-0.955,-0.035
'0:03.484',-0.940,-0.025
'0:03.486',-0.985,-0.025
'0:03.488',-1.065,-0.020
'0:03.490',-1.050,-0.020
'0:03.492',-1.125,-0.025
'0:03.494',-1.075,-0.030
'0:03.496',-1.125,-0.035
'0:03.498',-1.110,-0.035
'0:03.500',-1.005,-0.040
'0:03.502',-1.025,-0.040
'0:03.504',-0.950,-0.035
'0:03.506',-0.975,-0.030
'0:03.508',-0.985,-0.030
'0:03.510',-1.050,-0.025
'0:03.512',-1.150,-0.030
'0:03.514',-1.140,-0.035
'0:03.516',-1.095,-0.040
'0:03.518',-1.075,-0.045
'0:03.520',-1.070,-0.050
'0:03.522',-0.985,-0.055
'0:03.524',-0.945,-0.055
'0:03.526',-0.980,-0.050
'0:03.528',-0.940,-0.040
'0:03.530',-1.170,-0.035
'0:03.532',-1.115,-0.030
'0:03.534',-1.110,-0.025
'0:03.536',-1.090,-0.025
'0:03.538',-1.055,-0.025
'0:03.540',-0.960,-0.030
'0:03.542',-0.900,-0.035
'0:03.544',-1.035,-0.040
'0:03.546',-0.975,-0.040
'0:03.548',-1.005,-0.035
'0:03.550',-1.085,-0.030
'0:03.552',-1.040,-0.025
'0:03.554',-1.125,-0.020
'0:03.556',-1.070,-0.015
'0:03.558',-1.055,-0.015
'0:03.560',-1.015,-0.015
'0:03.562',-0.965,-0.020
'0:03.564',-0.930,-0.025
'0:03.566',-0.955,-0.025
'0:03.568',-0.940,-0.025
'0:03.570',-1.015,-0.015
'0:03.572',-1.170,-0.010
'0:03.574',-1.070,0.000
'0:03.576',-1.025,0.010
'0:03.578',-0.990,0.020
'0:03.580',-0.960,0.025
'0:03.582',-0.940,0.025
'0:03.584',-0.930,0.020
'0:03.586',-0.935,0.015
'0:03.588',-0.940,0.010
'0:03.590',-1.010,0.010
'0:03.592',-1.020,0.010
'0:03.594',-1.070,0.010
'0:03.596',-1.040,0.015
'0:03.598',-0.965,0.015
'0:03.600',-0.910,0.020
'0:03.602',-0.885,0.015
'0:03.604',-0.850,0.015
'0:03.606',-1.000,0.010
'0:03.608',-1.005,0.005
'0:03.610',-1.010,0.000
'0:03.612',-0.995,0.000
'0:03.614',-0.995,-0.005
'0:03.616',-1.035,-0.005
'0:03.618',-1.055,-0.005
'0:03.620',-0.975,-0.010
'0:03.622',-0.920,-0.015
'0:03.624',-0.930,-0.020
'0:03.626',-0.955,-0.025
'0:03.628',-1.060,-0.035
'0:03.630',-1.080,-0.040
'0:03.632',-1.120,-0.040
'0:03.634',-1.065,-0.040
'0:03.636',-1.005,-0.035
'0:03.638',-0.980,-0.030
'0:03.640',-0.985,-0.025
'0:03.642',-0.945,-0.020
'0:03.644',-0.940,-0.020
'0:03.646',-0.965,-0.020
'0:03.648',-0.975,-0.025
'0:03.650',-1.030,-0.030
'0:03.652',-1.105,-0.030
'0:03.654',-1.115,-0.035
'0:03.656',-1.130,-0.035
'0:03.658',-1.015,-0.035
'0:03.660',-0.925,-0.030
'0:03.662',-0.895,-0.025
'0:03.664',-0.895,-0.025
'0:03.666',-0.975,-0.020
'0:03.668',-0.985,-0.025
'0:03.670',-1.105,-0.030
'0:03.672',-1.090,-0.035
'0:03.674',-1.090,-0.045
'0:03.676',-1.055,-0.050
'0:03.678',-1.025,-0.060
'0:03.680',-0.945,-0.070
'0:03.682',-0.955,-0.080
'0:03.684',-1.025,-0.085
'0:03.686',-1.035,-0.090
'0:03.688',-1.085,-0.090
'0:03.690',-1.175,-0.085
'0:03.692',-1.075,-0.075
'0:03.694',-1.110,-0.050
'0:03.696',-1.005,-0.015
'0:03.698',-0.975,0.035
'0:03.700',-0.845,0.095
'0:03.702',-0.680,0.165
'0:03.704',-0.580,0.240
'0:03.706',-0.550,0.315
'0:03.708',-0.570,0.380
'0:03.710',-0.560,0.435
'0:03.712',-0.500,0.465
'0:03.714',-0.530,0.465
'0:03.716',-0.595,0.435
'0:03.718',-0.665,0.380
'0:03.720',-0.630,0.300
'0:03.722',-0.695,0.200
'0:03.724',-0.785,0.100
'0:03.726',-0.865,0.000
'0:03.728',-1.070,-0.085
'0:03.730',-1.260,-0.150
'0:03.732',-1.295,-0.190
'0:03.734',-1.215,-0.205
'0:03.736',-1.225,-0.200
'0:03.738',-1.120,-0.180
'0:03.740',-1.010,-0.155
'0:03.742',-1.005,-0.130
'0:03.744',-0.970,-0.105
'0:03.746',-0.990,-0.085
'0:03.748',-1.005,-0.075
'0:03.750',-1.030,-0.065
'0:03.752',-1.040,-0.055
'0:03.754',-1.035,-0.040
'0:03.756',-1.005,-0.030
'0:03.758',-0.930,-0.020
'0:03.760',-0.970,-0.010
'0:03.762',-0.845,-0.005
'0:03.764',-0.895,-0.005
'0:03.766',-0.950,-0.010
'0:03.768',-1.055,-0.020
'0:03.770',-1.025,-0.030
'0:03.772',-1.005,-0.035
'0:03.774',-1.005,-0.035
'0:03.776',-0.970,-0.025
'0:03.778',-0.970,-0.010
'0:03.780',-0.910,0.005
'0:03.782',-0.790,0.020
'0:03.784',-0.865,0.030
'0:03.786',-0.905,0.030
'0:03.788',-0.970,0.020
'0:03.790',-1.040,0.005
'0:03.792',-1.020,-0.020
'0:03.794',-0.995,-0.035
'0:03.796',-1.080,-0.050
'0:03.798',-0.945,-0.050
'0:03.800',-0.900,-0.040
'0:03.802',-0.825,-0.020
'0:03.804',-0.900,0.000
'0:03.806',-0.855,0.025
'0:03.808',-0.940,0.040
'0:03.810',-0.965,0.050
'0:03.812',-0.970,0.045
'0:03.814',-0.985,0.035
'0:03.816',-0.900,0.025
'0:03.818',-0.935,0.010
'0:03.820',-0.825,0.000
'0:03.822',-0.900,0.000
'0:03.824',-0.840,0.005
'0:03.826',-0.835,0.015
'0:03.828',-0.905,0.025
'0:03.830',-1.005,0.035
'0:03.832',-0.975,0.040
'0:03.834',-0.950,0.035
'0:03.836',-0.950,0.030
'0:03.838',-0.940,0.020
'0:03.840',-0.755,0.010
'0:03.842',-0.850,0.005
'0:03.844',-0.870,0.000
'0:03.846',-0.865,0.000
'0:03.848',-0.960,0.005
'0:03.850',-0.975,0.010
'0:03.852',-0.995,0.010
'0:03.854',-0.910,0.010
'0:03.856',-0.925,0.010
'0:03.858',-0.930,0.005
'0:03.860',-0.895,0.000
'0:03.862',-0.835,-0.005
'0:03.864',-0.830,0.000
'0:03.866',-0.815,0.005
'0:03.868',-0.905,0.020
'0:03.870',-1.015,0.035
'0:03.872',-0.980,0.050
'0:03.874',-0.890,0.060
'0:03.876',-0.865,0.065
'0:03.878',-0.790,0.065
'0:03.880',-0.820,0.060
'0:03.882',-0.800,0.050
'0:03.884',-0.805,0.045
'0:03.886',-0.825,0.045
'0:03.888',-0.895,0.045
'0:03.890',-0.950,0.050
'0:03.892',-0.930,0.065
'0:03.894',-0.930,0.075
'0:03.896',-0.805,0.085
'0:03.898',-0.745,0.090
'0:03.900',-0.750,0.090
'0:03.902',-0.765,0.090
'0:03.904',-0.845,0.085
'0:03.906',-0.800,0.080
'0:03.908',-0.815,0.075
'0:03.910',-0.845,0.075
'0:03.912',-0.895,0.080
'0:03.914',-0.885,0.085
'0:03.916',-0.840,0.090
'0:03.918',-0.740,0.100
'0:03.920',-0.695,0.105
'0:03.922',-0.705,0.115
'0:03.924',-0.730,0.120
'0:03.926',-0.735,0.125
'0:03.928',-0.830,0.130
'0:03.930',-0.855,0.135
'0:03.932',-0.795,0.145
'0:03.934',-0.795,0.150
'0:03.936',-0.800,0.155
'0:03.938',-0.685,0.155
'0:03.940',-0.625,0.160
'0:03.942',-0.660,0.160
'0:03.944',-0.725,0.160
'0:03.946',-0.730,0.155
'0:03.948',-0.755,0.155
'0:03.950',-0.800,0.155
'0:03.952',-0.830,0.155
'0:03.954',-0.780,0.155
'0:03.956',-0.760,0.155
'0:03.958',-0.695,0.155
'0:03.960',-0.680,0.150
'0:03.962',-0.700,0.150
'0:03.964',-0.725,0.145
'0:03.966',-0.705,0.140
'0:03.968',-0.765,0.135
'0:03.970',-0.870,0.135
'0:03.972',-0.830,0.130
'0:03.974',-0.795,0.130
'0:03.976',-0.755,0.130
'0:03.978',-0.685,0.130
'0:03.980',-0.695,0.125
'0:03.982',-0.705,0.120
'0:03.984',-0.720,0.110
'0:03.986',-0.745,0.100
'0:03.988',-0.880,0.090
'0:03.990',-0.915,0.080
'0:03.992',-0.875,0.070
'0:03.994',-0.810,0.060
'0:03.996',-0.835,0.050
'0:03.998',-0.825,0.045
'0:04.000',-0.740,0.040
'0:04.002',-0.770,0.035
'0:04.004',-0.795,0.035
'0:04.006',-0.850,0.030
'0:04.008',-0.995,0.025
'0:04.010',-0.895,0.025
'0:04.012',-0.870,0.020
'0:04.014',-0.880,0.015
'0:04.016',-0.870,0.010
'0:04.018',-0.830,0.000
'0:04.020',-0.850,-0.010
'0:04.022',-0.825,-0.015
'0:04.024',-0.785,-0.025
'0:04.026',-0.925,-0.030
'0:04.028',-0.960,-0.035
'0:04.030',-0.950,-0.040
'0:04.032',-0.940,-0.035
'0:04.034',-0.970,-0.035
'0:04.036',-0.875,-0.030
'0:04.038',-0.835,-0.025
'0:04.040',-0.765,-0.020
'0:04.042',-0.815,-0.025
'0:04.044',-0.845,-0.025
'0:04.046',-0.935,-0.030
'0:04.048',-0.965,-0.035
'0:04.050',-0.985,-0.035
'0:04.052',-1.010,-0.040
'0:04.054',-0.905,-0.040
'0:04.056',-0.855,-0.035
'0:04.058',-0.815,-0.035
'0:04.060',-0.810,-0.030
'0:04.062',-0.885,-0.030
'0:04.064',-0.900,-0.030
'0:04.066',-0.865,-0.035
'0:04.068',-0.950,-0.040
'0:04.070',-0.970,-0.045
'0:04.072',-0.960,-0.050
'0:04.074',-0.895,-0.050
'0:04.076',-0.940,-0.050
'0:04.078',-0.810,-0.045
'0:04.080',-0.825,-0.045
'0:04.082',-0.840,-0.040
'0:04.084',-0.850,-0.035
'0:04.086',-0.890,-0.030
'0:04.088',-0.975,-0.030
'0:04.090',-0.960,-0.035
'0:04.092',-0.880,-0.035
'0:04.094',-0.970,-0.040
'0:04.096',-0.805,-0.040
'0:04.098',-0.855,-0.040
'0:04.100',-0.830,-0.040
'0:04.102',-0.865,-0.035
'0:04.104',-0.830,-0.035
'0:04.106',-0.845,-0.030
'0:04.108',-0.925,-0.025
'0:04.110',-0.960,-0.020
'0:04.112',-0.920,-0.020
'0:04.114',-0.895,-0.020
'0:04.116',-0.910,-0.015
'0:04.118',-0.780,-0.015
'0:04.120',-0.775,-0.020
'0:04.122',-0.795,-0.020
'0:04.124',-0.885,-0.020
'0:04.126',-0.930,-0.025
'0:04.128',-0.890,-0.025
'0:04.130',-0.950,-0.030
'0:04.132',-0.910,-0.035
'0:04.134',-0.895,-0.035
'0:04.136',-0.830,-0.035
'0:04.138',-0.830,-0.035
'0:04.140',-0.780,-0.035
'0:04.142',-0.790,-0.030
'0:04.144',-0.815,-0.025
'0:04.146',-0.880,-0.020
'0:04.148',-0.925,-0.015
'0:04.150',-0.925,-0.015
'0:04.152',-0.900,-0.015
'0:04.154',-0.925,-0.015
'0:04.156',-0.790,-0.015
'0:04.158',-0.655,-0.015
'0:04.160',-0.800,-0.010
'0:04.162',-0.835,-0.005
'0:04.164',-0.800,0.000
'0:04.166',-0.880,0.005
'0:04.168',-0.840,0.010
'0:04.170',-0.920,0.010
'0:04.172',-0.905,0.005
'0:04.174',-0.860,-0.005
'0:04.176',-0.820,-0.015
'0:04.178',-0.810,-0.030
'0:04.180',-0.765,-0.040
'0:04.182',-0.855,-0.050
'0:04.184',-0.840,-0.050
'0:04.186',-0.890,-0.050
'0:04.188',-0.920,-0.050
'0:04.190',-0.905,-0.040
'0:04.192',-0.885,-0.035
'0:04.194',-0.825,-0.035
'0:04.196',-0.825,-0.030
'0:04.198',-0.835,-0.035
'0:04.200',-0.790,-0.035
'0:04.202',-0.795,-0.040
'0:04.204',-0.845,-0.040
'0:04.206',-0.920,-0.040
'0:04.208',-0.915,-0.040
'0:04.210',-0.900,-0.035
'0:04.212',-0.890,-0.030
'0:04.214',-0.810,-0.025
'0:04.216',-0.760,-0.020
'0:04.218',-0.750,-0.020
'0:04.220',-0.810,-0.020
'0:04.222',-0.800,-0.025
'0:04.224',-0.815,-0.030
'0:04.226',-0.915,-0.035
'0:04.228',-0.940,-0.035
'0:04.230',-0.965,-0.040
'0:04.232',-0.860,-0.040
'0:04.234',-0.820,-0.035
'0:04.236',-0.775,-0.035
'0:04.238',-0.730,-0.030
'0:04.240',-0.780,-0.030
'0:04.242',-0.785,-0.030
'0:04.244',-0.845,-0.030
'0:04.246',-0.890,-0.035
'0:04.248',-0.925,-0.035
'0:04.250',-0.910,-0.040
'0:04.252',-0.860,-0.045
'0:04.254',-0.820,-0.050
'0:04.256',-0.830,-0.055
'0:04.258',-0.840,-0.055
'0:04.260',-0.770,-0.060
'0:04.262',-0.885,-0.060
'0:04.264',-0.835,-0.060
'0:04.266',-0.830,-0.055
'0:04.268',-0.935,-0.050
'0:04.270',-0.885,-0.040
'0:04.272',-0.840,-0.035
'0:04.274',-0.795,-0.030
'0:04.276',-0.775,-0.030
'0:04.278',-0.750,-0.030
'0:04.280',-0.735,-0.035
'0:04.282',-0.820,-0.040
'0:04.284',-0.905,-0.045
'0:04.286',-0.875,-0.050
'0:04.288',-0.925,-0.050
'0:04.290',-0.900,-0.045
'0:04.292',-0.830,-0.040
'0:04.294',-0.795,-0.030
'0:04.296',-0.725,-0.025
'0:04.298',-0.730,-0.020
'0:04.300',-0.780,-0.015
'0:04.302',-0.800,-0.020
'0:04.304',-0.815,-0.025
'0:04.306',-0.880,-0.030
'0:04.308',-0.890,-0.035
'0:04.310',-0.865,-0.040
'0:04.312',-0.920,-0.045
'0:04.314',-0.765,-0.050
'0:04.316',-0.780,-0.055
'0:04.318',-0.785,-0.055
'0:04.320',-0.790,-0.060
'0:04.322',-0.815,-0.065
'0:04.324',-0.810,-0.070
'0:04.326',-0.935,-0.075
'0:04.328',-0.925,-0.075
'0:04.330',-0.880,-0.075
'0:04.332',-0.845,-0.070
'0:04.334',-0.825,-0.060
'0:04.336',-0.800,-0.050
'0:04.338',-0.715,-0.035
'0:04.340',-0.740,-0.020
'0:04.342',-0.755,-0.010
'0:04.344',-0.825,0.000
'0:04.346',-0.855,0.000
'0:04.348',-0.870,-0.005
'0:04.350',-0.830,-0.015
'0:04.352',-0.820,-0.025
'0:04.354',-0.770,-0.040
'0:04.356',-0.770,-0.050
'0:04.358',-0.750,-0.060
'0:04.360',-0.765,-0.065
'0:04.362',-0.825,-0.065
'0:04.364',-0.835,-0.065
'0:04.366',-0.885,-0.060
'0:04.368',-0.900,-0.055
'0:04.370',-0.915,-0.045
'0:04.372',-0.840,-0.040
'0:04.374',-0.790,-0.035
'0:04.376',-0.710,-0.025
'0:04.378',-0.695,-0.025
'0:04.380',-0.730,-0.020
'0:04.382',-0.750,-0.020
'0:04.384',-0.810,-0.025
'0:04.386',-0.935,-0.030
'0:04.388',-0.860,-0.035
'0:04.390',-0.850,-0.040
'0:04.392',-0.875,-0.045
'0:04.394',-0.780,-0.050
'0:04.396',-0.725,-0.050
'0:04.398',-0.710,-0.050
'0:04.400',-0.715,-0.045
'0:04.402',-0.770,-0.040
'0:04.404',-0.865,-0.040
'0:04.406',-0.885,-0.035
'0:04.408',-0.865,-0.035
'0:04.410',-0.830,-0.035
'0:04.412',-0.805,-0.040
'0:04.414',-0.785,-0.045
'0:04.416',-0.730,-0.050
'0:04.418',-0.745,-0.055
'0:04.420',-0.755,-0.055
'0:04.422',-0.730,-0.050
'0:04.424',-0.830,-0.045
'0:04.426',-0.930,-0.040
'0:04.428',-0.835,-0.035
'0:04.430',-0.850,-0.030
'0:04.432',-0.845,-0.025
'0:04.434',-0.735,-0.025
'0:04.436',-0.710,-0.025
'0:04.438',-0.710,-0.030
'0:04.440',-0.745,-0.040
'0:04.442',-0.725,-0.045
'0:04.444',-0.860,-0.050
'0:04.446',-0.905,-0.050
'0:04.448',-0.850,-0.050
'0:04.450',-0.870,-0.045
'0:04.452',-0.850,-0.040
'0:04.454',-0.740,-0.035
'0:04.456',-0.695,-0.035
'0:04.458',-0.700,-0.035
'0:04.460',-0.755,-0.040
'0:04.462',-0.765,-0.045
'0:04.464',-0.830,-0.050
'0:04.466',-0.845,-0.055
'0:04.468',-0.925,-0.060
'0:04.470',-0.855,-0.065
'0:04.472',-0.790,-0.065
'0:04.474',-0.720,-0.060
'0:04.476',-0.705,-0.055
'0:04.478',-0.700,-0.050
'0:04.480',-0.710,-0.045
'0:04.482',-0.800,-0.040
'0:04.484',-0.820,-0.035
'0:04.486',-0.820,-0.030
'0:04.488',-0.850,-0.030
'0:04.490',-0.825,-0.025
'0:04.492',-0.795,-0.025
'0:04.494',-0.705,-0.020
'0:04.496',-0.700,-0.015
'0:04.498',-0.690,-0.015
'0:04.500',-0.725,-0.010
'0:04.502',-0.700,-0.015
'0:04.504',-0.795,-0.015
'0:04.506',-0.850,-0.025
'0:04.508',-0.830,-0.030
'0:04.510',-0.775,-0.035
'0:04.512',-0.785,-0.040
'0:04.514',-0.720,-0.040
'0:04.516',-0.685,-0.035
'0:04.518',-0.650,-0.030
'0:04.520',-0.690,-0.020
'0:04.522',-0.775,-0.010
'0:04.524',-0.785,0.000
'0:04.526',-0.825,0.005
'0:04.528',-0.770,0.005
'0:04.530',-0.760,0.005
'0:04.532',-0.765,0.000
'0:04.534',-0.675,-0.005
'0:04.536',-0.655,-0.010
'0:04.538',-0.610,-0.010
'0:04.540',-0.710,-0.010
'0:04.542',-0.700,-0.010
'0:04.544',-0.825,-0.005
'0:04.546',-0.820,-0.005
'0:04.548',-0.760,0.000
'0:04.550',-0.760,0.000
'0:04.552',-0.700,0.000
'0:04.554',-0.665,-0.005
'0:04.556',-0.615,-0.010
'0:04.558',-0.725,-0.020
'0:04.560',-0.735,-0.025
'0:04.562',-0.715,-0.035
'0:04.564',-0.800,-0.040
'0:04.566',-0.815,-0.040
'0:04.568',-0.780,-0.040
'0:04.570',-0.790,-0.035
'0:04.572',-0.800,-0.030
'0:04.574',-0.690,-0.025
'0:04.576',-0.660,-0.020
'0:04.578',-0.710,-0.020
'0:04.580',-0.745,-0.020
'0:04.582',-0.740,-0.025
'0:04.584',-0.785,-0.035
'0:04.586',-0.795,-0.045
'0:04.588',-0.810,-0.055
'0:04.590',-0.780,-0.065
'0:04.592',-0.790,-0.075
'0:04.594',-0.745,-0.080
'0:04.596',-0.685,-0.080
'0:04.598',-0.700,-0.080
'0:04.600',-0.885,-0.075
'0:04.602',-0.845,-0.070
'0:04.604',-0.825,-0.060
'0:04.606',-0.745,-0.045
'0:04.608',-0.715,-0.030
'0:04.610',-0.640,0.000
'0:04.612',-0.605,0.045
'0:04.614',-0.620,0.100
'0:04.616',-0.575,0.170
'0:04.618',-0.455,0.250
'0:04.620',-0.390,0.330
'0:04.622',-0.300,0.400
'0:04.624',-0.200,0.450
'0:04.626',-0.130,0.475
'0:04.628',-0.135,0.465
'0:04.630',-0.240,0.420
'0:04.632',-0.405,0.340
'0:04.634',-0.525,0.245
'0:04.636',-0.615,0.135
'0:04.638',-0.705,0.030
'0:04.640',-0.805,-0.065
'0:04.642',-0.905,-0.140
'0:04.644',-0.965,-0.190
'0:04.646',-0.925,-0.215
'0:04.648',-0.830,-0.220
'0:04.650',-0.840,-0.215
'0:04.652',-0.835,-0.195
'0:04.654',-0.815,-0.170
'0:04.656',-0.920,-0.140
'0:04.658',-0.855,-0.120
'0:04.660',-0.855,-0.100
'0:04.662',-0.830,-0.080
'0:04.664',-0.670,-0.065
'0:04.666',-0.680,-0.055
'0:04.668',-0.670,-0.045
'0:04.670',-0.635,-0.040
'0:04.672',-0.740,-0.040
'0:04.674',-0.750,-0.035
'0:04.676',-0.820,-0.035
'0:04.678',-0.755,-0.040
'0:04.680',-0.800,-0.040
'0:04.682',-0.740,-0.045
'0:04.684',-0.700,-0.045
'0:04.686',-0.640,-0.045
'0:04.688',-0.670,-0.045
'0:04.690',-0.675,-0.040
'0:04.692',-0.655,-0.035
'0:04.694',-0.765,-0.030
'0:04.696',-0.795,-0.025
'0:04.698',-0.745,-0.020
'0:04.700',-0.790,-0.020
'0:04.702',-0.685,-0.020
'0:04.704',-0.640,-0.020
'0:04.706',-0.665,-0.025
'0:04.708',-0.625,-0.030
'0:04.710',-0.710,-0.035
'0:04.712',-0.695,-0.040
'0:04.714',-0.725,-0.040
'0:04.716',-0.805,-0.035
'0:04.718',-0.780,-0.030
'0:04.720',-0.695,-0.015
'0:04.722',-0.690,-0.005
'0:04.724',-0.645,0.005
'0:04.726',-0.600,0.015
'0:04.728',-0.605,0.015
'0:04.730',-0.635,0.015
'0:04.732',-0.685,0.010
'0:04.734',-0.675,0.005
'0:04.736',-0.740,-0.005
'0:04.738',-0.795,-0.010
'0:04.740',-0.780,-0.010
'0:04.742',-0.680,-0.010
'0:04.744',-0.715,-0.005
'0:04.746',-0.520,0.005
'0:04.748',-0.565,0.015
'0:04.750',-0.600,0.020
'0:04.752',-0.605,0.025
'0:04.754',-0.755,0.030
'0:04.756',-0.790,0.025
'0:04.758',-0.680,0.020
'0:04.760',-0.705,0.010
'0:04.762',-0.705,0.000
'0:04.764',-0.630,-0.005
'0:04.766',-0.555,-0.010
'0:04.768',-0.640,-0.010
'0:04.770',-0.610,-0.005
'0:04.772',-0.615,0.005
'0:04.774',-0.655,0.015
'0:04.776',-0.685,0.025
'0:04.778',-0.720,0.030
'0:04.780',-0.720,0.035
'0:04.782',-0.675,0.035
'0:04.784',-0.615,0.030
'0:04.786',-0.585,0.025
'0:04.788',-0.535,0.020
'0:04.790',-0.570,0.020
'0:04.792',-0.625,0.020
'0:04.794',-0.675,0.030
'0:04.796',-0.685,0.040
'0:04.798',-0.660,0.055
'0:04.800',-0.675,0.065
'0:04.802',-0.655,0.075
'0:04.804',-0.535,0.080
'0:04.806',-0.505,0.080
'0:04.808',-0.480,0.080
'0:04.810',-0.510,0.075
'0:04.812',-0.615,0.070
'0:04.814',-0.615,0.070
'0:04.816',-0.700,0.075
'0:04.818',-0.695,0.080
'0:04.820',-0.565,0.090
'0:04.822',-0.535,0.100
'0:04.824',-0.515,0.110
'0:04.826',-0.440,0.115
'0:04.828',-0.460,0.120
'0:04.830',-0.575,0.120
'0:04.832',-0.550,0.115
'0:04.834',-0.595,0.115
'0:04.836',-0.645,0.115
'0:04.838',-0.555,0.120
'0:04.840',-0.560,0.125
'0:04.842',-0.540,0.140
'0:04.844',-0.455,0.150
'0:04.846',-0.405,0.155
'0:04.848',-0.435,0.160
'0:04.850',-0.465,0.160
'0:04.852',-0.485,0.155
'0:04.854',-0.560,0.145
'0:04.856',-0.610,0.140
'0:04.858',-0.575,0.130
'0:04.860',-0.525,0.130
'0:04.862',-0.535,0.135
'0:04.864',-0.485,0.145
'0:04.866',-0.380,0.155
'0:04.868',-0.380,0.165
'0:04.870',-0.440,0.175
'0:04.872',-0.515,0.175
'0:04.874',-0.555,0.175
'0:04.876',-0.525,0.170
'0:04.878',-0.555,0.160
'0:04.880',-0.575,0.150
'0:04.882',-0.460,0.145
'0:04.884',-0.400,0.135
'0:04.886',-0.430,0.130
'0:04.888',-0.455,0.130
'0:04.890',-0.540,0.125
'0:04.892',-0.545,0.120
'0:04.894',-0.630,0.115
'0:04.896',-0.590,0.105
'0:04.898',-0.620,0.095
'0:04.900',-0.560,0.085
'0:04.902',-0.525,0.075
'0:04.904',-0.540,0.065
'0:04.906',-0.490,0.065
'0:04.908',-0.505,0.060
'0:04.910',-0.565,0.065
'0:04.912',-0.600,0.065
'0:04.914',-0.640,0.065
'0:04.916',-0.635,0.065
'0:04.918',-0.645,0.060
'0:04.920',-0.610,0.055
'0:04.922',-0.555,0.040
'0:04.924',-0.570,0.030
'0:04.926',-0.575,0.015
'0:04.928',-0.645,0.000
'0:04.930',-0.600,-0.010
'0:04.932',-0.655,-0.025
'0:04.934',-0.735,-0.030
'0:04.936',-0.775,-0.035
'0:04.938',-0.760,-0.035
'0:04.940',-0.700,-0.030
'0:04.942',-0.645,-0.025
'0:04.944',-0.590,-0.020
'0:04.946',-0.565,-0.010
'0:04.948',-0.585,0.000
'0:04.950',-0.565,0.005
'0:04.952',-0.620,0.005
'0:04.954',-0.725,0.010
'0:04.956',-0.760,0.005
'0:04.958',-0.695,0.000
'0:04.960',-0.690,-0.010
'0:04.962',-0.620,-0.015
'0:04.964',-0.605,-0.025
'0:04.966',-0.615,-0.025
'0:04.968',-0.575,-0.030
'0:04.970',-0.615,-0.030
'0:04.972',-0.675,-0.030
'0:04.974',-0.750,-0.030
'0:04.976',-0.760,-0.035
'0:04.978',-0.765,-0.035
'0:04.980',-0.665,-0.040
'0:04.982',-0.680,-0.045
'0:04.984',-0.570,-0.050
'0:04.986',-0.545,-0.055
'0:04.988',-0.615,-0.055
'0:04.990',-0.635,-0.050
'0:04.992',-0.700,-0.045
'0:04.994',-0.680,-0.035
'0:04.996',-0.750,-0.025
'0:04.998',-0.735,-0.020
'0:05.000',-0.705,-0.015
'0:05.002',-0.580,-0.010
'0:05.004',-0.565,-0.010
'0:05.006',-0.545,-0.015
'0:05.008',-0.575,-0.015
'0:05.010',-0.615,-0.020
'0:05.012',-0.710,-0.025
'0:05.014',-0.715,-0.025
'0:05.016',-0.740,-0.025
'0:05.018',-0.710,-0.025
'0:05.020',-0.620,-0.020
'0:05.022',-0.570,-0.020
'0:05.024',-0.525,-0.015
'0:05.026',-0.575,-0.010
'0:05.028',-0.570,-0.005
'0:05.030',-0.615,-0.005
'0:05.032',-0.675,0.000
