'Elapsed time','ECG I','ECG I filtered'
'0:03.564',0.650,-0.020
'0:03.566',0.580,-0.015
'0:03.568',0.590,-0.015
'0:03.570',0.545,-0.015
'0:03.572',0.500,-0.020
'0:03.574',0.465,-0.030
'0:03.576',0.535,-0.035
'0:03.578',0.525,-0.045
'0:03.580',0.525,-0.050
'0:03.582',0.615,-0.055
'0:03.584',0.590,-0.060
'0:03.586',0.590,-0.060
'0:03.588',0.610,-0.060
'0:03.590',0.505,-0.060
'0:03.592',0.440,-0.055
'0:03.594',0.465,-0.055
'0:03.596',0.490,-0.055
'0:03.598',0.550,-0.050
'0:03.600',0.570,-0.050
'0:03.602',0.650,-0.045
'0:03.604',0.610,-0.045
'0:03.606',0.600,-0.045
'0:03.608',0.575,-0.040
'0:03.610',0.565,-0.040
'0:03.612',0.505,-0.035
'0:03.614',0.480,-0.030
'0:03.616',0.495,-0.025
'0:03.618',0.565,-0.025
'0:03.620',0.590,-0.020
'0:03.622',0.615,-0.020
'0:03.624',0.685,-0.020
'0:03.626',0.605,-0.020
'0:03.628',0.605,-0.020
'0:03.630',0.555,-0.020
'0:03.632',0.465,-0.015
'0:03.634',0.515,-0.010
'0:03.636',0.565,-0.005
'0:03.638',0.660,0.000
'0:03.640',0.645,0.005
'0:03.642',0.630,0.005
'0:03.644',0.620,0.005
'0:03.646',0.610,0.000
'0:03.648',0.625,-0.005
'0:03.650',0.570,-0.010
'0:03.652',0.570,-0.020
'0:03.654',0.510,-0.025
'0:03.656',0.535,-0.025
'0:03.658',0.575,-0.025
'0:03.660',0.600,-0.020
'0:03.662',0.660,-0.010
'0:03.664',0.665,-0.005
'0:03.666',0.635,0.000
'0:03.668',0.625,0.000
'0:03.670',0.575,-0.005
'0:03.672',0.490,-0.010
'0:03.674',0.500,-0.020
'0:03.676',0.505,-0.025
'0:03.678',0.625,-0.035
'0:03.680',0.595,-0.040
'0:03.682',0.580,-0.040
'0:03.684',0.620,-0.045
'0:03.686',0.585,-0.045
'0:03.688',0.535,-0.040
'0:03.690',0.540,-0.040
'0:03.692',0.545,-0.040
'0:03.694',0.495,-0.040
'0:03.696',0.505,-0.045
'0:03.698',0.545,-0.045
'0:03.700',0.575,-0.050
'0:03.702',0.635,-0.050
'0:03.704',0.595,-0.055
'0:03.706',0.565,-0.055
'0:03.708',0.525,-0.055
'0:03.710',0.525,-0.055
'0:03.712',0.450,-0.060
'0:03.714',0.460,-0.060
'0:03.716',0.485,-0.060
'0:03.718',0.525,-0.060
'0:03.720',0.640,-0.060
'0:03.722',0.615,-0.060
'0:03.724',0.580,-0.055
'0:03.726',0.520,-0.055
'0:03.728',0.555,-0.055
'0:03.730',0.520,-0.060
'0:03.732',0.465,-0.060
'0:03.734',0.430,-0.065
'0:03.736',0.535,-0.070
'0:03.738',0.535,-0.070
'0:03.740',0.590,-0.070
'0:03.742',0.580,-0.065
'0:03.744',0.670,-0.065
'0:03.746',0.585,-0.060
'0:03.748',0.465,-0.060
'0:03.750',0.500,-0.060
'0:03.752',0.465,-0.065
'0:03.754',0.460,-0.070
'0:03.756',0.485,-0.075
'0:03.758',0.555,-0.070
'0:03.760',0.570,-0.060
'0:03.762',0.595,-0.035
'0:03.764',0.680,0.000
'0:03.766',0.695,0.055
'0:03.768',0.735,0.120
'0:03.770',0.775,0.190
'0:03.772',0.880,0.260
'0:03.774',0.900,0.325
'0:03.776',1.010,0.370
'0:03.778',1.035,0.395
'0:03.780',1.120,0.390
'0:03.782',0.950,0.360
'0:03.784',0.925,0.310
'0:03.786',0.810,0.235
'0:03.788',0.765,0.150
'0:03.790',0.625,0.055
'0:03.792',0.565,-0.035
'0:03.794',0.430,-0.120
'0:03.796',0.345,-0.195
'0:03.798',0.235,-0.250
'0:03.800',0.340,-0.290
'0:03.802',0.400,-0.315
'0:03.804',0.360,-0.320
'0:03.806',0.320,-0.310
'0:03.808',0.310,-0.295
'0:03.810',0.265,-0.270
'0:03.812',0.285,-0.245
'0:03.814',0.380,-0.215
'0:03.816',0.390,-0.195
'0:03.818',0.450,-0.170
'0:03.820',0.520,-0.155
'0:03.822',0.570,-0.140
'0:03.824',0.600,-0.125
'0:03.826',0.570,-0.115
'0:03.828',0.545,-0.105
'0:03.830',0.440,-0.090
'0:03.832',0.455,-0.080
'0:03.834',0.470,-0.075
'0:03.836',0.480,-0.065
'0:03.838',0.510,-0.065
'0:03.840',0.585,-0.060
'0:03.842',0.715,-0.060
'0:03.844',0.670,-0.060
'0:03.846',0.565,-0.060
'0:03.848',0.525,-0.060
'0:03.850',0.460,-0.060
'0:03.852',0.510,-0.055
'0:03.854',0.510,-0.055
'0:03.856',0.550,-0.050
'0:03.858',0.570,-0.050
'0:03.860',0.650,-0.045
'0:03.862',0.655,-0.040
'0:03.864',0.610,-0.040
'0:03.866',0.585,-0.035
'0:03.868',0.560,-0.030
'0:03.870',0.590,-0.025
'0:03.872',0.535,-0.020
'0:03.874',0.515,-0.015
'0:03.876',0.585,-0.015
'0:03.878',0.610,-0.015
'0:03.880',0.630,-0.020
'0:03.882',0.615,-0.025
'0:03.884',0.580,-0.035
'0:03.886',0.585,-0.040
'0:03.888',0.580,-0.045
'0:03.890',0.555,-0.045
'0:03.892',0.580,-0.040
'0:03.894',0.540,-0.030
'0:03.896',0.555,-0.025
'0:03.898',0.620,-0.015
'0:03.900',0.685,-0.010
'0:03.902',0.660,-0.005
'0:03.904',0.640,-0.005
'0:03.906',0.555,-0.010
'0:03.908',0.570,-0.015
'0:03.910',0.560,-0.020
'0:03.912',0.530,-0.025
'0:03.914',0.580,-0.025
'0:03.916',0.575,-0.025
'0:03.918',0.615,-0.025
'0:03.920',0.650,-0.020
'0:03.922',0.635,-0.020
'0:03.924',0.700,-0.015
'0:03.926',0.615,-0.015
'0:03.928',0.575,-0.015
'0:03.930',0.560,-0.010
'0:03.932',0.515,-0.005
'0:03.934',0.595,0.000
'0:03.936',0.620,0.010
'0:03.938',0.665,0.020
'0:03.940',0.685,0.030
'0:03.942',0.680,0.035
'0:03.944',0.745,0.045
'0:03.946',0.680,0.045
'0:03.948',0.595,0.045
'0:03.950',0.600,0.040
'0:03.952',0.580,0.035
'0:03.954',0.580,0.030
'0:03.956',0.640,0.025
'0:03.958',0.675,0.030
'0:03.960',0.740,0.035
'0:03.962',0.770,0.045
'0:03.964',0.725,0.055
'0:03.966',0.655,0.065
'0:03.968',0.605,0.070
'0:03.970',0.620,0.075
'0:03.972',0.625,0.075
'0:03.974',0.630,0.075
'0:03.976',0.700,0.070
'0:03.978',0.775,0.075
'0:03.980',0.780,0.080
'0:03.982',0.735,0.085
'0:03.984',0.750,0.095
'0:03.986',0.770,0.110
'0:03.988',0.710,0.120
'0:03.990',0.690,0.135
'0:03.992',0.710,0.140
'0:03.994',0.680,0.145
'0:03.996',0.775,0.145
'0:03.998',0.820,0.150
'0:04.000',0.865,0.150
'0:04.002',0.830,0.155
'0:04.004',0.830,0.160
'0:04.006',0.800,0.170
'0:04.008',0.755,0.175
'0:04.010',0.730,0.185
'0:04.012',0.730,0.190
'0:04.014',0.800,0.195
'0:04.016',0.810,0.195
'0:04.018',0.865,0.190
'0:04.020',0.870,0.190
'0:04.022',0.885,0.185
'0:04.024',0.840,0.185
'0:04.026',0.810,0.190
'0:04.028',0.790,0.195
'0:04.030',0.760,0.200
'0:04.032',0.785,0.205
'0:04.034',0.760,0.205
'0:04.036',0.790,0.200
'0:04.038',0.905,0.195
'0:04.040',0.870,0.180
'0:04.042',0.800,0.165
'0:04.044',0.785,0.155
'0:04.046',0.745,0.140
'0:04.048',0.755,0.130
'0:04.050',0.690,0.120
'0:04.052',0.700,0.115
'0:04.054',0.720,0.110
'0:04.056',0.715,0.100
'0:04.058',0.715,0.090
'0:04.060',0.780,0.075
'0:04.062',0.725,0.060
'0:04.064',0.635,0.045
'0:04.066',0.655,0.030
'0:04.068',0.595,0.015
'0:04.070',0.585,0.010
'0:04.072',0.545,0.005
'0:04.074',0.550,0.005
'0:04.076',0.570,0.005
'0:04.078',0.700,0.000
'0:04.080',0.720,0.000
'0:04.082',0.665,-0.005
'0:04.084',0.595,-0.015
'0:04.086',0.565,-0.025
'0:04.088',0.465,-0.030
'0:04.090',0.565,-0.040
'0:04.092',0.540,-0.045
'0:04.094',0.525,-0.050
'0:04.096',0.590,-0.050
'0:04.098',0.660,-0.045
'0:04.100',0.640,-0.045
'0:04.102',0.585,-0.045
'0:04.104',0.615,-0.050
'0:04.106',0.575,-0.050
'0:04.108',0.450,-0.055
'0:04.110',0.500,-0.060
'0:04.112',0.490,-0.065
'0:04.114',0.530,-0.070
'0:04.116',0.605,-0.070
'0:04.118',0.635,-0.070
'0:04.120',0.610,-0.065
'0:04.122',0.615,-0.065
'0:04.124',0.585,-0.065
'0:04.126',0.525,-0.065
'0:04.128',0.460,-0.070
'0:04.130',0.480,-0.075
'0:04.132',0.505,-0.085
'0:04.134',0.515,-0.090
'0:04.136',0.530,-0.095
'0:04.138',0.600,-0.090
'0:04.140',0.620,-0.090
'0:04.142',0.555,-0.080
'0:04.144',0.580,-0.075
'0:04.146',0.620,-0.065
'0:04.148',0.480,-0.060
'0:04.150',0.440,-0.060
'0:04.152',0.480,-0.065
'0:04.154',0.595,-0.070
'0:04.156',0.550,-0.075
'0:04.158',0.595,-0.080
'0:04.160',0.590,-0.085
'0:04.162',0.605,-0.090
'0:04.164',0.580,-0.085
'0:04.166',0.600,-0.085
'0:04.168',0.435,-0.080
'0:04.170',0.480,-0.075
'0:04.172',0.495,-0.070
'0:04.174',0.515,-0.070
'0:04.176',0.570,-0.070
'0:04.178',0.625,-0.075
'0:04.180',0.625,-0.075
'0:04.182',0.625,-0.075
'0:04.184',0.560,-0.070
'0:04.186',0.500,-0.070
'0:04.188',0.460,-0.060
'0:04.190',0.515,-0.055
'0:04.192',0.520,-0.050
'0:04.194',0.545,-0.045
'0:04.196',0.600,-0.045
'0:04.198',0.645,-0.045
'0:04.200',0.655,-0.045
'0:04.202',0.565,-0.045
'0:04.204',0.595,-0.040
'0:04.206',0.540,-0.040
'0:04.208',0.505,-0.035
'0:04.210',0.475,-0.030
'0:04.212',0.560,-0.025
'0:04.214',0.600,-0.025
'0:04.216',0.620,-0.025
'0:04.218',0.680,-0.030
'0:04.220',0.625,-0.040
'0:04.222',0.610,-0.045
'0:04.224',0.575,-0.055
'0:04.226',0.530,-0.060
'0:04.228',0.505,-0.060
'0:04.230',0.520,-0.060
'0:04.232',0.555,-0.055
'0:04.234',0.635,-0.045
'0:04.236',0.580,-0.040
'0:04.238',0.590,-0.035
'0:04.240',0.645,-0.030
'0:04.242',0.610,-0.030
'0:04.244',0.555,-0.030
'0:04.246',0.500,-0.035
'0:04.248',0.520,-0.035
'0:04.250',0.535,-0.040
'0:04.252',0.550,-0.045
'0:04.254',0.530,-0.045
'0:04.256',0.610,-0.045
'0:04.258',0.660,-0.045
'0:04.260',0.690,-0.045
'0:04.262',0.610,-0.045
'0:04.264',0.600,-0.045
'0:04.266',0.500,-0.045
'0:04.268',0.450,-0.045
'0:04.270',0.455,-0.050
'0:04.272',0.530,-0.055
'0:04.274',0.585,-0.060
'0:04.276',0.645,-0.060
'0:04.278',0.645,-0.060
'0:04.280',0.560,-0.060
'0:04.282',0.570,-0.055
'0:04.284',0.600,-0.045
'0:04.286',0.575,-0.040
'0:04.288',0.500,-0.030
'0:04.290',0.485,-0.025
'0:04.292',0.525,-0.025
'0:04.294',0.635,-0.030
'0:04.296',0.640,-0.040
'0:04.298',0.595,-0.050
'0:04.300',0.600,-0.060
'0:04.302',0.570,-0.070
'0:04.304',0.530,-0.075
'0:04.306',0.510,-0.080
'0:04.308',0.535,-0.075
'0:04.310',0.455,-0.065
'0:04.312',0.505,-0.055
'0:04.314',0.600,-0.050
'0:04.316',0.625,-0.045
'0:04.318',0.610,-0.045
'0:04.320',0.570,-0.050
'0:04.322',0.540,-0.055
'0:04.324',0.540,-0.065
'0:04.326',0.475,-0.070
'0:04.328',0.485,-0.070
'0:04.330',0.520,-0.070
'0:04.332',0.555,-0.060
'0:04.334',0.595,-0.050
'0:04.336',0.655,-0.040
'0:04.338',0.605,-0.030
'0:04.340',0.625,-0.025
'0:04.342',0.580,-0.025
'0:04.344',0.550,-0.030
'0:04.346',0.500,-0.035
'0:04.348',0.525,-0.040
'0:04.350',0.500,-0.045
'0:04.352',0.525,-0.050
'0:04.354',0.545,-0.050
'0:04.356',0.635,-0.050
'0:04.358',0.590,-0.045
'0:04.360',0.620,-0.045
'0:04.362',0.610,-0.050
'0:04.364',0.560,-0.050
'0:04.366',0.465,-0.055
'0:04.368',0.460,-0.055
'0:04.370',0.450,-0.060
'0:04.372',0.575,-0.055
'0:04.374',0.530,-0.055
'0:04.376',0.635,-0.050
'0:04.378',0.635,-0.045
'0:04.380',0.595,-0.040
'0:04.382',0.580,-0.040
'0:04.384',0.565,-0.040
'0:04.386',0.430,-0.045
'0:04.388',0.525,-0.055
'0:04.390',0.515,-0.060
'0:04.392',0.535,-0.070
'0:04.394',0.565,-0.075
'0:04.396',0.585,-0.080
'0:04.398',0.600,-0.080
'0:04.400',0.595,-0.080
'0:04.402',0.500,-0.075
'0:04.404',0.520,-0.065
'0:04.406',0.455,-0.055
'0:04.408',0.500,-0.045
'0:04.410',0.540,-0.035
'0:04.412',0.560,-0.030
'0:04.414',0.550,-0.025
'0:04.416',0.635,-0.020
'0:04.418',0.630,-0.020
'0:04.420',0.635,-0.025
'0:04.422',0.580,-0.035
'0:04.424',0.575,-0.045
'0:04.426',0.460,-0.050
'0:04.428',0.420,-0.055
'0:04.430',0.470,-0.060
'0:04.432',0.535,-0.055
'0:04.434',0.575,-0.050
'0:04.436',0.635,-0.040
'0:04.438',0.655,-0.035
'0:04.440',0.590,-0.025
'0:04.442',0.610,-0.025
'0:04.444',0.545,-0.025
'0:04.446',0.485,-0.030
'0:04.448',0.485,-0.040
'0:04.450',0.440,-0.050
'0:04.452',0.465,-0.060
'0:04.454',0.540,-0.065
'0:04.456',0.610,-0.070
'0:04.458',0.620,-0.070
'0:04.460',0.585,-0.065
'0:04.462',0.555,-0.055
'0:04.464',0.545,-0.045
'0:04.466',0.475,-0.040
'0:04.468',0.460,-0.030
'0:04.470',0.520,-0.025
'0:04.472',0.550,-0.025
'0:04.474',0.535,-0.025
'0:04.476',0.630,-0.025
'0:04.478',0.630,-0.025
'0:04.480',0.630,-0.030
'0:04.482',0.605,-0.025
'0:04.484',0.530,-0.025
'0:04.486',0.465,-0.020
'0:04.488',0.505,-0.020
'0:04.490',0.550,-0.015
'0:04.492',0.545,-0.015
'0:04.494',0.535,-0.015
'0:04.496',0.600,-0.015
'0:04.498',0.595,-0.015
'0:04.500',0.705,-0.020
'0:04.502',0.590,-0.020
'0:04.504',0.525,-0.020
'0:04.506',0.510,-0.025
'0:04.508',0.435,-0.025
'0:04.510',0.430,-0.025
'0:04.512',0.520,-0.020
'0:04.514',0.635,-0.015
'0:04.516',0.655,-0.010
'0:04.518',0.680,-0.005
'0:04.520',0.640,0.005
'0:04.522',0.600,0.010
'0:04.524',0.575,0.020
'0:04.526',0.495,0.025
'0:04.528',0.555,0.030
'0:04.530',0.585,0.035
'0:04.532',0.575,0.035
'0:04.534',0.640,0.035
'0:04.536',0.680,0.030
'0:04.538',0.645,0.030
'0:04.540',0.610,0.025
'0:04.542',0.590,0.025
'0:04.544',0.555,0.025
'0:04.546',0.545,0.020
'0:04.548',0.520,0.020
'0:04.550',0.560,0.020
'0:04.552',0.580,0.020
'0:04.554',0.630,0.015
'0:04.556',0.640,0.015
'0:04.558',0.660,0.010
'0:04.560',0.595,0.005
'0:04.562',0.550,0.000
'0:04.564',0.480,-0.005
'0:04.566',0.475,-0.010
'0:04.568',0.460,-0.015
'0:04.570',0.475,-0.020
'0:04.572',0.570,-0.025
'0:04.574',0.600,-0.025
'0:04.576',0.635,-0.030
'0:04.578',0.645,-0.035
'0:04.580',0.550,-0.035
'0:04.582',0.500,-0.040
'0:04.584',0.465,-0.040
'0:04.586',0.480,-0.035
'0:04.588',0.445,-0.035
'0:04.590',0.475,-0.035
'0:04.592',0.555,-0.040
'0:04.594',0.640,-0.040
'0:04.596',0.580,-0.040
'0:04.598',0.535,-0.045
'0:04.600',0.525,-0.045
'0:04.602',0.480,-0.045
'0:04.604',0.510,-0.040
'0:04.606',0.510,-0.030
'0:04.608',0.455,-0.025
'0:04.610',0.535,-0.015
'0:04.612',0.545,-0.005
'0:04.614',0.605,0.000
'0:04.616',0.570,0.005
'0:04.618',0.630,0.005
'0:04.620',0.580,0.005
'0:04.622',0.525,0.000
'0:04.624',0.475,0.000
'0:04.626',0.475,-0.005
'0:04.628',0.480,-0.010
'0:04.630',0.470,-0.020
'0:04.632',0.535,-0.025
'0:04.634',0.630,-0.035
'0:04.636',0.580,-0.045
'0:04.638',0.490,-0.055
'0:04.640',0.515,-0.055
'0:04.642',0.490,-0.050
'0:04.644',0.460,-0.035
'0:04.646',0.470,0.000
'0:04.648',0.560,0.045
'0:04.650',0.650,0.105
'0:04.652',0.740,0.175
'0:04.654',0.875,0.250
'0:04.656',0.935,0.325
'0:04.658',1.005,0.390
'0:04.660',1.030,0.440
'0:04.662',1.105,0.465
'0:04.664',0.980,0.470
'0:04.666',0.905,0.445
'0:04.668',0.815,0.395
'0:04.670',0.755,0.320
'0:04.672',0.745,0.230
'0:04.674',0.750,0.130
'0:04.676',0.670,0.030
'0:04.678',0.575,-0.060
'0:04.680',0.310,-0.140
'0:04.682',0.250,-0.195
'0:04.684',0.170,-0.230
'0:04.686',0.225,-0.245
'0:04.688',0.265,-0.240
'0:04.690',0.330,-0.225
'0:04.692',0.350,-0.200
'0:04.694',0.460,-0.170
'0:04.696',0.430,-0.145
'0:04.698',0.440,-0.125
'0:04.700',0.440,-0.110
'0:04.702',0.430,-0.095
'0:04.704',0.425,-0.080
'0:04.706',0.405,-0.070
'0:04.708',0.410,-0.055
'0:04.710',0.470,-0.035
'0:04.712',0.580,-0.020
'0:04.714',0.645,0.000
'0:04.716',0.590,0.015
'0:04.718',0.545,0.025
'0:04.720',0.490,0.025
'0:04.722',0.515,0.025
'0:04.724',0.490,0.020
'0:04.726',0.475,0.015
'0:04.728',0.455,0.010
'0:04.730',0.500,0.005
'0:04.732',0.550,0.005
'0:04.734',0.640,0.010
'0:04.736',0.600,0.015
'0:04.738',0.560,0.025
'0:04.740',0.515,0.030
'0:04.742',0.550,0.040
'0:04.744',0.505,0.040
'0:04.746',0.525,0.040
'0:04.748',0.490,0.040
'0:04.750',0.510,0.040
'0:04.752',0.585,0.040
'0:04.754',0.620,0.040
'0:04.756',0.600,0.040
'0:04.758',0.650,0.045
'0:04.760',0.595,0.045
'0:04.762',0.470,0.050
'0:04.764',0.485,0.055
'0:04.766',0.495,0.055
'0:04.768',0.495,0.055
'0:04.770',0.595,0.055
'0:04.772',0.620,0.055
'0:04.774',0.605,0.050
'0:04.776',0.615,0.050
'0:04.778',0.595,0.045
'0:04.780',0.540,0.040
'0:04.782',0.490,0.035
'0:04.784',0.475,0.030
'0:04.786',0.450,0.030
'0:04.788',0.485,0.025
'0:04.790',0.535,0.030
'0:04.792',0.585,0.035
'0:04.794',0.615,0.040
'0:04.796',0.595,0.050
'0:04.798',0.645,0.060
'0:04.800',0.540,0.070
'0:04.802',0.505,0.075
'0:04.804',0.525,0.075
'0:04.806',0.510,0.075
'0:04.808',0.520,0.065
'0:04.810',0.500,0.060
'0:04.812',0.570,0.055
'0:04.814',0.645,0.050
'0:04.816',0.670,0.055
'0:04.818',0.575,0.060
'0:04.820',0.520,0.075
'0:04.822',0.540,0.090
'0:04.824',0.575,0.105
'0:04.826',0.525,0.115
'0:04.828',0.540,0.120
'0:04.830',0.550,0.120
'0:04.832',0.645,0.115
'0:04.834',0.655,0.110
'0:04.836',0.645,0.100
'0:04.838',0.635,0.090
'0:04.840',0.620,0.090
'0:04.842',0.545,0.090
'0:04.844',0.520,0.100
'0:04.846',0.490,0.110
'0:04.848',0.545,0.125
'0:04.850',0.640,0.135
'0:04.852',0.660,0.145
'0:04.854',0.655,0.145
'0:04.856',0.700,0.145
'0:04.858',0.660,0.145
'0:04.860',0.615,0.140
'0:04.862',0.545,0.140
'0:04.864',0.545,0.145
'0:04.866',0.555,0.150
'0:04.868',0.620,0.160
'0:04.870',0.705,0.175
'0:04.872',0.735,0.190
'0:04.874',0.725,0.200
'0:04.876',0.745,0.210
'0:04.878',0.665,0.215
'0:04.880',0.645,0.220
'0:04.882',0.650,0.220
'0:04.884',0.650,0.220
'0:04.886',0.635,0.220
'0:04.888',0.670,0.220
'0:04.890',0.665,0.225
'0:04.892',0.780,0.235
'0:04.894',0.745,0.240
'0:04.896',0.785,0.250
'0:04.898',0.730,0.255
'0:04.900',0.720,0.260
'0:04.902',0.670,0.265
'0:04.904',0.645,0.265
'0:04.906',0.675,0.265
'0:04.908',0.690,0.265
'0:04.910',0.695,0.260
'0:04.912',0.775,0.255
'0:04.914',0.775,0.245
'0:04.916',0.725,0.240
'0:04.918',0.685,0.230
'0:04.920',0.645,0.215
'0:04.922',0.640,0.205
'0:04.924',0.590,0.200
'0:04.926',0.615,0.190
'0:04.928',0.655,0.185
'0:04.930',0.655,0.185
'0:04.932',0.675,0.185
'0:04.934',0.655,0.180
'0:04.936',0.665,0.175
'0:04.938',0.675,0.170
'0:04.940',0.595,0.160
'0:04.942',0.530,0.150
'0:04.944',0.545,0.135
'0:04.946',0.500,0.120
'0:04.948',0.470,0.105
'0:04.950',0.535,0.095
'0:04.952',0.640,0.090
'0:04.954',0.590,0.080
'0:04.956',0.630,0.075
'0:04.958',0.520,0.070
'0:04.960',0.450,0.065
'0:04.962',0.390,0.055
'0:04.964',0.350,0.045
'0:04.966',0.400,0.035
'0:04.968',0.485,0.025
'0:04.970',0.500,0.020
'0:04.972',0.565,0.015
'0:04.974',0.515,0.015
'0:04.976',0.505,0.020
'0:04.978',0.510,0.020
'0:04.980',0.400,0.025
'0:04.982',0.380,0.020
'0:04.984',0.405,0.015
'0:04.986',0.320,0.005
'0:04.988',0.415,-0.010
'0:04.990',0.490,-0.025
'0:04.992',0.460,-0.035
'0:04.994',0.470,-0.040
'0:04.996',0.445,-0.040
'0:04.998',0.435,-0.030
'0:05.000',0.395,-0.020
'0:05.002',0.375,-0.005
'0:05.004',0.340,0.005
'0:05.006',0.340,0.010
'0:05.008',0.445,0.015
'0:05.010',0.410,0.010
'0:05.012',0.485,0.005
'0:05.014',0.515,-0.005
'0:05.016',0.445,-0.015
'0:05.018',0.375,-0.015
'0:05.020',0.385,-0.015
'0:05.022',0.340,-0.015
'0:05.024',0.340,-0.010
'0:05.026',0.355,-0.005
'0:05.028',0.375,0.000
'0:05.030',0.400,-0.005
'0:05.032',0.485,-0.010
'0:05.034',0.445,-0.015
'0:05.036',0.445,-0.025
'0:05.038',0.395,-0.030
'0:05.040',0.375,-0.030
'0:05.042',0.325,-0.030
'0:05.044',0.320,-0.025
'0:05.046',0.360,-0.015
'0:05.048',0.365,-0.005
'0:05.050',0.435,0.000
'0:05.052',0.470,0.005
'0:05.054',0.425,0.000
'0:05.056',0.450,-0.005
'0:05.058',0.395,-0.015
'0:05.060',0.350,-0.020
'0:05.062',0.335,-0.030
'0:05.064',0.330,-0.035
'0:05.066',0.305,-0.035
'0:05.068',0.335,-0.035
'0:05.070',0.360,-0.025
'0:05.072',0.485,-0.020
'0:05.074',0.465,-0.010
'0:05.076',0.415,-0.005
'0:05.078',0.325,0.000
'0:05.080',0.355,0.005
'0:05.082',0.315,0.005
'0:05.084',0.365,0.000
'0:05.086',0.385,0.000
'0:05.088',0.380,0.000
'0:05.090',0.440,-0.005
'0:05.092',0.425,-0.005
'0:05.094',0.425,-0.005
'0:05.096',0.420,-0.005
'0:05.098',0.365,0.000
'0:05.100',0.395,0.000
'0:05.102',0.360,0.000
'0:05.104',0.310,0.000
'0:05.106',0.290,0.000
'0:05.108',0.310,0.000
'0:05.110',0.370,0.000
'0:05.112',0.480,-0.005
'0:05.114',0.470,-0.005
'0:05.116',0.430,-0.010
'0:05.118',0.360,-0.010
'0:05.120',0.315,-0.015
'0:05.122',0.320,-0.015
'0:05.124',0.315,-0.015
'0:05.126',0.300,-0.010
'0:05.128',0.355,-0.010
'0:05.130',0.450,-0.005
'0:05.132',0.450,0.000
'0:05.134',0.455,0.000
'0:05.136',0.375,0.000
'0:05.138',0.370,-0.005
'0:05.140',0.290,-0.015
'0:05.142',0.250,-0.025
'0:05.144',0.285,-0.035
'0:05.146',0.325,-0.040
'0:05.148',0.320,-0.045
'0:05.150',0.420,-0.045
'0:05.152',0.310,-0.040
'0:05.154',0.390,-0.030
'0:05.156',0.350,-0.015
'0:05.158',0.385,-0.005
'0:05.160',0.365,0.005
'0:05.162',0.330,0.010
'0:05.164',0.295,0.010
'0:05.166',0.280,0.005
'0:05.168',0.275,-0.005
'0:05.170',0.400,-0.020
'0:05.172',0.450,-0.030
'0:05.174',0.375,-0.040
'0:05.176',0.300,-0.045
'0:05.178',0.340,-0.045
'0:05.180',0.285,-0.045
'0:05.182',0.245,-0.045
'0:05.184',0.245,-0.045
'0:05.186',0.265,-0.045
'0:05.188',0.310,-0.050
'0:05.190',0.365,-0.055
'0:05.192',0.325,-0.060
'0:05.194',0.360,-0.060
'0:05.196',0.340,-0.060
'0:05.198',0.340,-0.055
'0:05.200',0.270,-0.045
'0:05.202',0.235,-0.035
'0:05.204',0.240,-0.025
'0:05.206',0.305,-0.020
'0:05.208',0.325,-0.015
'0:05.210',0.430,-0.020
'0:05.212',0.350,-0.025
'0:05.214',0.340,-0.035
'0:05.216',0.275,-0.045
'0:05.218',0.215,-0.055
'0:05.220',0.245,-0.055
'0:05.222',0.240,-0.055
'0:05.224',0.255,-0.050
'0:05.226',0.250,-0.045
'0:05.228',0.320,-0.040
'0:05.230',0.330,-0.040
'0:05.232',0.360,-0.035
'0:05.234',0.350,-0.040
'0:05.236',0.290,-0.040
'0:05.238',0.265,-0.045
'0:05.240',0.190,-0.045
'0:05.242',0.250,-0.045
'0:05.244',0.215,-0.045
'0:05.246',0.215,-0.045
'0:05.248',0.355,-0.045
'0:05.250',0.345,-0.045
'0:05.252',0.315,-0.045
'0:05.254',0.285,-0.050
'0:05.256',0.265,-0.055
'0:05.258',0.260,-0.065
'0:05.260',0.210,-0.070
'0:05.262',0.165,-0.070
'0:05.264',0.250,-0.070
'0:05.266',0.195,-0.065
'0:05.268',0.255,-0.060
'0:05.270',0.340,-0.055
'0:05.272',0.335,-0.050
'0:05.274',0.315,-0.045
'0:05.276',0.275,-0.040
'0:05.278',0.255,-0.035
'0:05.280',0.185,-0.035
'0:05.282',0.170,-0.035
'0:05.284',0.245,-0.030
'0:05.286',0.280,-0.035
'0:05.288',0.310,-0.035
'0:05.290',0.290,-0.040
'0:05.292',0.345,-0.045
'0:05.294',0.280,-0.055
'0:05.296',0.265,-0.065
'0:05.298',0.245,-0.070
'0:05.300',0.170,-0.080
'0:05.302',0.110,-0.080
'0:05.304',0.150,-0.080
'0:05.306',0.245,-0.075
'0:05.308',0.305,-0.065
'0:05.310',0.315,-0.055
'0:05.312',0.305,-0.045
'0:05.314',0.305,-0.040
'0:05.316',0.200,-0.035
'0:05.318',0.240,-0.035
'0:05.320',0.200,-0.040
'0:05.322',0.185,-0.045
'0:05.324',0.200,-0.055
'0:05.326',0.240,-0.060
'0:05.328',0.230,-0.065
'0:05.330',0.270,-0.065
'0:05.332',0.275,-0.065
'0:05.334',0.265,-0.060
'0:05.336',0.295,-0.060
'0:05.338',0.240,-0.055
'0:05.340',0.160,-0.050
'0:05.342',0.145,-0.050
'0:05.344',0.205,-0.050
'0:05.346',0.225,-0.050
